CustomerID,event_timestamp,CreditScore,Age,Balance,EstimatedSalary,Tenure,NumOfProducts,Exited
CUST06567,2025-05-01 01:51:10.277364+00:00,718,43.0,82620.67,104836.8,9,1.0,0
CUST06568,2025-05-01 01:51:10.277364+00:00,400,40.0,3434.51,179243.95,5,4.0,0
CUST06569,2025-05-01 01:51:10.277364+00:00,542,49.0,118729.94,41920.3,10,1.0,0
CUST06570,2025-05-01 01:51:10.277364+00:00,811,,28969.15,94060.3,4,1.0,0
CUST06571,2025-05-01 01:51:10.277364+00:00,394,,225425.47,143305.51,3,4.0,0
CUST06572,2025-05-01 01:51:10.277364+00:00,525,,38748.86,61734.67,10,4.0,0
CUST06601,2025-05-01 01:51:10.277364+00:00,662,,79519.26,181214.56,0,,0
CUST06573,2025-05-01 01:51:10.277364+00:00,817,75.0,76104.7,60700.75,5,,0
CUST06575,2025-05-01 01:51:10.277364+00:00,366,34.0,201586.74,179656.92,2,3.0,0
CUST06576,2025-05-01 01:51:10.277364+00:00,695,55.0,225320.0,42780.47,1,3.0,0
CUST06577,2025-05-01 01:51:10.277364+00:00,311,,124349.04,194324.14,0,1.0,0
CUST06578,2025-05-01 01:51:10.277364+00:00,536,31.0,246680.16,95279.19,8,2.0,0
CUST06579,2025-05-01 01:51:10.277364+00:00,698,29.0,129047.25,196539.25,0,4.0,0
CUST06580,2025-05-01 01:51:10.277364+00:00,706,86.0,197676.95,17667.15,10,2.0,0
CUST06581,2025-05-01 01:51:10.277364+00:00,779,85.0,90475.6,117747.69,3,4.0,0
CUST06574,2025-05-01 01:51:10.277364+00:00,513,,197612.54,30064.37,10,4.0,0
CUST06641,2025-05-01 01:51:10.277364+00:00,549,83.0,165844.18,101366.92,9,2.0,0
CUST06602,2025-05-01 01:51:10.277364+00:00,679,,58119.87,33043.66,7,4.0,0
CUST06604,2025-05-01 01:51:10.277364+00:00,415,62.0,92598.32,188629.13,7,4.0,0
CUST06625,2025-05-01 01:51:10.277364+00:00,592,79.0,81872.59,33445.32,2,1.0,0
CUST06626,2025-05-01 01:51:10.277364+00:00,306,58.0,238240.67,18701.91,8,2.0,0
CUST06627,2025-05-01 01:51:10.277364+00:00,391,31.0,29575.36,143373.06,4,3.0,0
CUST06628,2025-05-01 01:51:10.277364+00:00,489,,61621.24,158608.62,10,1.0,0
CUST06629,2025-05-01 01:51:10.277364+00:00,775,19.0,217079.39,99563.87,8,2.0,0
CUST06630,2025-05-01 01:51:10.277364+00:00,810,65.0,146082.78,117144.7,0,3.0,0
CUST06631,2025-05-01 01:51:10.277364+00:00,761,68.0,136857.11,59779.2,9,1.0,0
CUST06632,2025-05-01 01:51:10.277364+00:00,352,72.0,148586.31,145812.08,7,4.0,0
CUST06633,2025-05-01 01:51:10.277364+00:00,785,29.0,63066.14,120951.76,1,3.0,0
CUST06634,2025-05-01 01:51:10.277364+00:00,789,,190361.81,177640.04,7,4.0,0
CUST06635,2025-05-01 01:51:10.277364+00:00,663,18.0,124133.03,151768.06,3,2.0,0
CUST06636,2025-05-01 01:51:10.277364+00:00,411,76.0,10648.99,13597.73,1,3.0,0
CUST06637,2025-05-01 01:51:10.277364+00:00,708,90.0,44289.57,163871.47,1,4.0,0
CUST06638,2025-05-01 01:51:10.277364+00:00,306,,204156.04,15154.59,5,4.0,0
CUST06639,2025-05-01 01:51:10.277364+00:00,496,63.0,86261.19,164630.66,2,2.0,0
CUST06624,2025-05-01 01:51:10.277364+00:00,740,58.0,141123.35,39420.68,6,4.0,0
CUST06623,2025-05-01 01:51:10.277364+00:00,581,42.0,65307.56,82958.22,3,4.0,0
CUST06622,2025-05-01 01:51:10.277364+00:00,362,54.0,55593.0,105339.7,9,4.0,0
CUST06621,2025-05-01 01:51:10.277364+00:00,402,24.0,42222.97,43222.88,9,2.0,0
CUST06605,2025-05-01 01:51:10.277364+00:00,341,34.0,53512.24,131781.88,2,4.0,0
CUST06606,2025-05-01 01:51:10.277364+00:00,678,60.0,26553.55,52784.72,1,3.0,0
CUST06607,2025-05-01 01:51:10.277364+00:00,505,83.0,145812.82,111974.58,7,3.0,0
CUST06608,2025-05-01 01:51:10.277364+00:00,765,,237934.42,165163.58,2,,0
CUST06609,2025-05-01 01:51:10.277364+00:00,579,51.0,151791.23,78028.93,7,1.0,0
CUST06610,2025-05-01 01:51:10.277364+00:00,417,18.0,189255.17,182009.23,1,3.0,0
CUST06611,2025-05-01 01:51:10.277364+00:00,536,40.0,243044.21,26515.29,3,4.0,0
CUST06603,2025-05-01 01:51:10.277364+00:00,769,83.0,57070.7,185634.13,2,3.0,0
CUST06612,2025-05-01 01:51:10.277364+00:00,608,23.0,38290.66,68365.02,8,3.0,0
CUST06614,2025-05-01 01:51:10.277364+00:00,774,19.0,145461.84,120936.11,1,3.0,0
CUST06615,2025-05-01 01:51:10.277364+00:00,399,44.0,80528.21,122164.92,1,3.0,0
CUST06616,2025-05-01 01:51:10.277364+00:00,560,36.0,153282.37,55575.31,8,1.0,0
CUST06617,2025-05-01 01:51:10.277364+00:00,604,,155955.12,172935.9,9,2.0,0
CUST06618,2025-05-01 01:51:10.277364+00:00,653,52.0,210557.31,91525.54,4,2.0,0
CUST06619,2025-05-01 01:51:10.277364+00:00,585,85.0,208128.85,160772.24,10,3.0,0
CUST06620,2025-05-01 01:51:10.277364+00:00,627,66.0,35630.48,164029.99,3,2.0,0
CUST06613,2025-05-01 01:51:10.277364+00:00,755,33.0,114952.49,198707.6,0,1.0,0
CUST06565,2025-05-01 01:51:10.277364+00:00,820,,14185.2,69225.96,7,3.0,0
CUST06719,2025-05-01 01:51:10.277364+00:00,845,81.0,126933.27,131036.77,7,1.0,0
CUST06721,2025-05-01 01:51:10.277364+00:00,572,29.0,96325.43,132648.65,0,2.0,0
CUST06820,2025-05-01 01:51:10.277364+00:00,661,30.0,175244.18,57600.74,6,1.0,0
CUST06821,2025-05-01 01:51:10.277364+00:00,680,,165982.85,73124.19,4,,0
CUST06822,2025-05-01 01:51:10.277364+00:00,553,38.0,129679.61,177351.96,6,2.0,0
CUST06823,2025-05-01 01:51:10.277364+00:00,776,23.0,33198.92,103358.73,8,3.0,0
CUST06824,2025-05-01 01:51:10.277364+00:00,413,88.0,177103.72,122130.64,8,4.0,0
CUST06825,2025-05-01 01:51:10.277364+00:00,319,70.0,233331.97,119093.82,2,1.0,0
CUST06826,2025-05-01 01:51:10.277364+00:00,827,,235424.16,132621.38,7,2.0,0
CUST06827,2025-05-01 01:51:10.277364+00:00,444,86.0,148347.35,121900.98,5,1.0,0
CUST06828,2025-05-01 01:51:10.277364+00:00,507,26.0,123049.37,141929.57,3,1.0,0
CUST06829,2025-05-01 01:51:10.277364+00:00,830,91.0,83490.28,37982.76,3,2.0,0
CUST06830,2025-05-01 01:51:10.277364+00:00,675,63.0,25892.25,145019.48,3,1.0,0
CUST06831,2025-05-01 01:51:10.277364+00:00,803,88.0,220779.46,38613.49,6,1.0,0
CUST06832,2025-05-01 01:51:10.277364+00:00,465,47.0,34263.36,74679.43,5,4.0,0
CUST06833,2025-05-01 01:51:10.277364+00:00,849,60.0,71986.43,167955.91,1,4.0,0
CUST06834,2025-05-01 01:51:10.277364+00:00,480,76.0,185099.62,125478.99,4,,0
CUST06819,2025-05-01 01:51:10.277364+00:00,807,79.0,157350.35,179904.76,10,4.0,0
CUST06818,2025-05-01 01:51:10.277364+00:00,706,37.0,113310.65,112845.54,2,1.0,0
CUST06817,2025-05-01 01:51:10.277364+00:00,435,,246971.43,188304.82,1,2.0,1
CUST06816,2025-05-01 01:51:10.277364+00:00,681,35.0,107103.89,90582.3,6,4.0,0
CUST06800,2025-05-01 01:51:10.277364+00:00,670,47.0,135448.66,72702.01,0,4.0,0
CUST06801,2025-05-01 01:51:10.277364+00:00,398,76.0,199187.26,93941.51,9,2.0,0
CUST06802,2025-05-01 01:51:10.277364+00:00,346,79.0,133295.36,167927.02,0,4.0,0
CUST06803,2025-05-01 01:51:10.277364+00:00,721,84.0,176811.56,48149.79,4,3.0,0
CUST06804,2025-05-01 01:51:10.277364+00:00,779,48.0,219895.68,148885.31,4,1.0,0
CUST06805,2025-05-01 01:51:10.277364+00:00,361,83.0,217440.38,87391.05,10,3.0,0
CUST06806,2025-05-01 01:51:10.277364+00:00,408,71.0,44717.48,197549.74,8,2.0,0
CUST06835,2025-05-01 01:51:10.277364+00:00,743,55.0,176190.92,193761.45,4,1.0,0
CUST06807,2025-05-01 01:51:10.277364+00:00,848,27.0,106782.51,124338.46,0,2.0,0
CUST06809,2025-05-01 01:51:10.277364+00:00,681,48.0,148774.45,42654.27,2,,0
CUST06810,2025-05-01 01:51:10.277364+00:00,691,46.0,238681.69,15188.23,3,4.0,0
CUST06811,2025-05-01 01:51:10.277364+00:00,351,42.0,45461.74,145817.24,6,1.0,0
CUST06812,2025-05-01 01:51:10.277364+00:00,588,49.0,100907.59,94233.21,6,3.0,0
CUST06813,2025-05-01 01:51:10.277364+00:00,636,34.0,238506.7,12084.08,9,1.0,0
CUST06814,2025-05-01 01:51:10.277364+00:00,503,62.0,187529.56,29269.9,4,3.0,0
CUST06815,2025-05-01 01:51:10.277364+00:00,537,66.0,17792.37,64989.83,8,1.0,0
CUST06808,2025-05-01 01:51:10.277364+00:00,418,55.0,27791.27,38133.92,2,2.0,0
CUST06799,2025-05-01 01:51:10.277364+00:00,598,37.0,6474.35,170046.42,5,1.0,0
CUST06836,2025-05-01 01:51:10.277364+00:00,631,51.0,170253.19,57936.59,5,1.0,0
CUST06838,2025-05-01 01:51:10.277364+00:00,378,49.0,135494.35,131965.51,10,1.0,0
CUST06859,2025-05-01 01:51:10.277364+00:00,800,61.0,219825.01,99583.79,8,1.0,0
CUST06860,2025-05-01 01:51:10.277364+00:00,432,65.0,189127.65,98537.56,3,2.0,0
CUST06861,2025-05-01 01:51:10.277364+00:00,613,,214454.36,131705.23,5,3.0,0
CUST06862,2025-05-01 01:51:10.277364+00:00,520,,72504.71,172524.32,3,4.0,0
CUST06863,2025-05-01 01:51:10.277364+00:00,737,47.0,200120.88,178560.78,3,2.0,0
CUST06864,2025-05-01 01:51:10.277364+00:00,345,45.0,90002.34,38595.32,10,3.0,0
CUST06865,2025-05-01 01:51:10.277364+00:00,491,,5162.96,27128.91,1,2.0,0
CUST06866,2025-05-01 01:51:10.277364+00:00,819,68.0,10796.06,69130.95,9,4.0,0
CUST06867,2025-05-01 01:51:10.277364+00:00,678,50.0,182588.64,150073.09,1,4.0,0
CUST06868,2025-05-01 01:51:10.277364+00:00,633,42.0,67977.33,160756.13,1,1.0,0
CUST06869,2025-05-01 01:51:10.277364+00:00,338,35.0,76896.06,82822.61,1,4.0,0
CUST06870,2025-05-01 01:51:10.277364+00:00,592,43.0,155644.51,68985.14,7,4.0,0
CUST06871,2025-05-01 01:51:10.277364+00:00,461,23.0,185377.31,34793.95,9,,0
CUST06872,2025-05-01 01:51:10.277364+00:00,630,55.0,139721.06,55264.18,3,4.0,0
CUST06873,2025-05-01 01:51:10.277364+00:00,403,61.0,176593.06,29147.35,3,1.0,0
CUST06858,2025-05-01 01:51:10.277364+00:00,693,70.0,168758.97,106470.2,2,2.0,0
CUST06857,2025-05-01 01:51:10.277364+00:00,714,20.0,128584.93,76364.22,9,1.0,0
CUST06856,2025-05-01 01:51:10.277364+00:00,385,69.0,162326.72,55059.9,5,3.0,0
CUST06855,2025-05-01 01:51:10.277364+00:00,395,72.0,192536.46,174786.41,7,3.0,0
CUST06839,2025-05-01 01:51:10.277364+00:00,695,33.0,38737.74,80155.44,7,2.0,0
CUST06840,2025-05-01 01:51:10.277364+00:00,402,56.0,249589.5,159489.9,9,2.0,0
CUST06841,2025-05-01 01:51:10.277364+00:00,701,,223034.9,191425.06,7,,0
CUST06842,2025-05-01 01:51:10.277364+00:00,523,74.0,107788.06,158116.51,10,1.0,0
CUST06843,2025-05-01 01:51:10.277364+00:00,817,37.0,132581.53,11230.01,4,3.0,0
CUST06844,2025-05-01 01:51:10.277364+00:00,535,59.0,98387.74,11951.1,1,2.0,0
CUST06845,2025-05-01 01:51:10.277364+00:00,726,89.0,159494.54,33971.88,9,1.0,0
CUST06837,2025-05-01 01:51:10.277364+00:00,802,63.0,185426.75,184940.96,6,4.0,0
CUST06846,2025-05-01 01:51:10.277364+00:00,415,51.0,182785.01,171637.75,7,3.0,0
CUST06848,2025-05-01 01:51:10.277364+00:00,525,28.0,108199.13,131556.97,2,3.0,0
CUST06849,2025-05-01 01:51:10.277364+00:00,529,60.0,160058.7,141956.11,3,4.0,0
CUST06850,2025-05-01 01:51:10.277364+00:00,481,27.0,247004.93,127763.16,0,3.0,0
CUST06851,2025-05-01 01:51:10.277364+00:00,548,25.0,81218.53,76098.2,2,4.0,0
CUST06852,2025-05-01 01:51:10.277364+00:00,617,89.0,186250.11,146885.45,3,1.0,1
CUST06853,2025-05-01 01:51:10.277364+00:00,509,,86667.94,187668.7,1,1.0,0
CUST06854,2025-05-01 01:51:10.277364+00:00,691,,23084.94,152437.49,5,2.0,0
CUST06847,2025-05-01 01:51:10.277364+00:00,462,,57890.8,152546.92,5,2.0,0
CUST06720,2025-05-01 01:51:10.277364+00:00,378,52.0,27975.0,67098.32,6,1.0,1
CUST06798,2025-05-01 01:51:10.277364+00:00,688,74.0,150316.23,161514.07,3,3.0,0
CUST06796,2025-05-01 01:51:10.277364+00:00,539,82.0,21136.8,15195.42,8,4.0,0
CUST06742,2025-05-01 01:51:10.277364+00:00,311,73.0,13472.18,134961.16,10,1.0,0
CUST06743,2025-05-01 01:51:10.277364+00:00,476,70.0,232228.23,108750.41,0,4.0,0
CUST06744,2025-05-01 01:51:10.277364+00:00,516,65.0,61747.77,22877.43,4,3.0,0
CUST06745,2025-05-01 01:51:10.277364+00:00,310,42.0,222881.53,77613.61,1,3.0,0
CUST06746,2025-05-01 01:51:10.277364+00:00,745,83.0,53353.61,92333.6,5,4.0,0
CUST06747,2025-05-01 01:51:10.277364+00:00,463,47.0,141962.57,107166.75,4,4.0,0
CUST06748,2025-05-01 01:51:10.277364+00:00,352,,101520.08,92947.68,10,4.0,0
CUST06749,2025-05-01 01:51:10.277364+00:00,517,40.0,145337.32,93240.68,1,2.0,0
CUST06750,2025-05-01 01:51:10.277364+00:00,659,,124465.7,199018.73,7,3.0,0
CUST06751,2025-05-01 01:51:10.277364+00:00,684,,511.83,195058.26,4,2.0,0
CUST06752,2025-05-01 01:51:10.277364+00:00,355,28.0,87833.09,26377.6,1,2.0,0
CUST06753,2025-05-01 01:51:10.277364+00:00,417,38.0,2804.29,42038.34,0,4.0,0
CUST06754,2025-05-01 01:51:10.277364+00:00,552,41.0,170841.63,188905.87,1,1.0,0
CUST06755,2025-05-01 01:51:10.277364+00:00,479,82.0,213373.95,70609.79,0,,1
CUST06756,2025-05-01 01:51:10.277364+00:00,714,18.0,96178.62,126192.61,9,1.0,0
CUST06741,2025-05-01 01:51:10.277364+00:00,494,89.0,159176.74,195529.78,2,3.0,0
CUST06740,2025-05-01 01:51:10.277364+00:00,532,30.0,161195.27,45365.33,3,2.0,0
CUST06739,2025-05-01 01:51:10.277364+00:00,668,33.0,94792.73,44295.39,4,1.0,0
CUST06738,2025-05-01 01:51:10.277364+00:00,821,,3022.96,198670.22,9,3.0,0
CUST06722,2025-05-01 01:51:10.277364+00:00,460,64.0,180050.52,15144.91,2,4.0,0
CUST06723,2025-05-01 01:51:10.277364+00:00,607,72.0,155949.74,80524.23,9,2.0,0
CUST06724,2025-05-01 01:51:10.277364+00:00,673,86.0,188372.95,129431.88,3,1.0,0
CUST06725,2025-05-01 01:51:10.277364+00:00,308,55.0,124988.43,47405.88,8,1.0,0
CUST06726,2025-05-01 01:51:10.277364+00:00,743,46.0,43601.19,137798.12,5,2.0,0
CUST06727,2025-05-01 01:51:10.277364+00:00,412,29.0,28801.88,167487.54,6,2.0,0
CUST06728,2025-05-01 01:51:10.277364+00:00,504,36.0,120315.48,17094.08,4,2.0,0
CUST06757,2025-05-01 01:51:10.277364+00:00,534,71.0,131200.51,161594.11,9,,0
CUST06729,2025-05-01 01:51:10.277364+00:00,704,26.0,51431.21,124750.44,2,3.0,0
CUST06731,2025-05-01 01:51:10.277364+00:00,414,20.0,49688.24,158595.96,6,4.0,0
CUST06732,2025-05-01 01:51:10.277364+00:00,420,47.0,141696.07,142526.83,8,4.0,0
CUST06733,2025-05-01 01:51:10.277364+00:00,364,75.0,441.98,96377.81,8,1.0,0
CUST06734,2025-05-01 01:51:10.277364+00:00,575,70.0,63411.27,77359.14,7,4.0,0
CUST06735,2025-05-01 01:51:10.277364+00:00,538,21.0,64784.62,197273.31,4,4.0,0
CUST06736,2025-05-01 01:51:10.277364+00:00,601,,184496.86,105337.75,6,,0
CUST06737,2025-05-01 01:51:10.277364+00:00,691,,123906.53,87506.51,3,1.0,0
CUST06730,2025-05-01 01:51:10.277364+00:00,496,46.0,245566.72,120319.11,4,4.0,0
CUST06797,2025-05-01 01:51:10.277364+00:00,662,49.0,232638.21,66912.58,4,1.0,0
CUST06758,2025-05-01 01:51:10.277364+00:00,379,89.0,16459.34,99466.07,2,4.0,0
CUST06760,2025-05-01 01:51:10.277364+00:00,776,85.0,34715.1,167334.41,9,2.0,0
CUST06781,2025-05-01 01:51:10.277364+00:00,440,54.0,205420.95,162075.37,10,2.0,0
CUST06782,2025-05-01 01:51:10.277364+00:00,714,89.0,181635.17,126721.34,7,,0
CUST06783,2025-05-01 01:51:10.277364+00:00,392,,80177.26,126918.13,3,2.0,0
CUST06784,2025-05-01 01:51:10.277364+00:00,583,50.0,200912.27,17808.31,5,2.0,1
CUST06785,2025-05-01 01:51:10.277364+00:00,522,23.0,22830.61,180859.52,4,1.0,0
CUST06786,2025-05-01 01:51:10.277364+00:00,762,88.0,218744.56,157467.39,9,2.0,0
CUST06787,2025-05-01 01:51:10.277364+00:00,844,62.0,170140.0,16929.64,5,1.0,1
